Centres_ID,ESG_UNSDG_NO,UNSDG_ESG,Category,Education,KPI,Member_total,Percentage_YTD,Percentage_2022,Amount,Property_Area
KL08,17,Partnerships for the Goals,Adult,Graduate,Service Partners,160,0.93,0.91,-,Kowloon
KL08,Environment,SCOPE 3 indirect emissionssion supplier,Elderly,Graduate,tCO2e,500,0.9,0.92,387,Kowloon
KL08,Goverance,Business Transparency,Adult,Graduate,Business Transparency,207,0.9,0.91,-,Kowloon
KL08,Social,Health and safety,Children,Primary,Health and safety,170,0.9,0.9,-,Kowloon
KL09,3,Good Health and Well-being,Elderly,Not Graduate,Elderly-care,398,0.9,0.91,-,Kowloon
KL09,3,Good Health and Well-being,Children,Primary,Children-care,300,0.96,0.92,-,Kowloon
KL09,4,Quality Education,Adult,Graduate,Growth Ouput,457,0.89,0.89,-,Kowloon
KL09,4,Quality Education,Children,Primary,Growth Ouput,303,0.92,0.93,-,Kowloon
KL09,5,Gender Equality,Adult,Graduate,Gender Equality,311,0.85,0.85,-,Kowloon
KL09,5,Gender Equality,Elderly,Graduate,Gender Equality,150,0.9,0.9,-,Kowloon
KL09,8,Decent Work and Economic Growth,Elderly,Graduate,Sustainable Service,208,0.9,0.92,-,Kowloon
KL09,8,Decent Work and Economic Growth,Elderly,Graduate,Growth Ouput,385,0.9,0.93,-,Kowloon
KL09,8,Decent Work and Economic Growth,Adult,Graduate,Sustainable Service,301,0.9,0.9,-,Kowloon
KL09,10,Reduce Inequalities,Adult,Not Graduate,Clear equality policies,183,0.89,0.89,-,Kowloon
KL09,10,Reduce Inequalities,Children,Primary,Clear equality policies,439,0.9,0.88,-,Kowloon
KL09,10,Reduce Inequalities,Adult,Not Graduate,Diversity and inclusion,486,0.91,0.92,-,Kowloon
KL09,16,"Peace, Justice and Strong Institutions",Elderly,Graduate,Justice,109,0.93,0.93,-,Kowloon
KL09,16,"Peace, Justice and Strong Institutions",Adult,Graduate,Peace,359,0.93,0.92,-,Kowloon
KL09,17,Partnerships for the Goals,Adult,Not Graduate,Decent workplace,183,0.9,0.89,-,Kowloon
KL09,17,Partnerships for the Goals,Adult,Not Graduate,Sustainable Service,334,0.9,0.88,-,Kowloon
KL09,Environment,Waste,Children,Primary,Tonnes,199,0.9,0.93,1600,Kowloon
KL09,Goverance,Government related certification,Youth,Secondary,Government related certification,311,0.9,0.89,-,Kowloon
KL09,Social,Diversity and Inclusion,Adult,Graduate,Diversity and Inclusion,453,0.9,0.9,-,Kowloon
KL10,3,Good Health and Well-being,Elderly,Not Graduate,Elderly-care,444,0.9,0.93,-,Kowloon
KL10,3,Good Health and Well-being,Elderly,Graduate,Elderly-care,396,0.9,0.9,-,Kowloon
KL10,4,Quality Education,Adult,Graduate,F2F Learning,275,0.9,0.89,-,Kowloon
KL10,4,Quality Education,Elderly,Graduate,Growth Ouput,145,0.91,0.92,-,Kowloon
KL10,5,Gender Equality,Youth,Secondary,Gender Equality,392,0.5,0.46,-,Kowloon
KL10,5,Gender Equality,Elderly,Not Graduate,Gender Equality,343,0.9,0.92,-,Kowloon
KL10,8,Decent Work and Economic Growth,Children,Primary,Decent workplace,177,0.9,0.91,-,Kowloon
KL10,8,Decent Work and Economic Growth,Adult,Not Graduate,Growth Ouput,216,0.94,0.93,-,Kowloon
KL10,10,Reduce Inequalities,Children,Primary,Task delegation,438,0.91,0.91,-,Kowloon
KL10,10,Reduce Inequalities,Adult,Graduate,Social Integration,272,0.93,0.93,-,Kowloon
KL10,10,Reduce Inequalities,Elderly,Graduate,Clear equality policies,179,0.93,0.92,-,Kowloon
KL10,16,"Peace, Justice and Strong Institutions",Elderly,Graduate,Peace,449,0.9,0.91,-,Kowloon
KL10,16,"Peace, Justice and Strong Institutions",Elderly,Graduate,Justice,443,0.93,0.91,-,Kowloon
KL10,16,"Peace, Justice and Strong Institutions",Elderly,Graduate,Justice,317,0.93,0.92,-,Kowloon
KL10,17,Partnerships for the Goals,Adult,Graduate,Capacity Development,156,0.9,0.9,-,Kowloon
KL10,17,Partnerships for the Goals,Elderly,Graduate,Business Partners,369,0.91,0.93,-,Kowloon
KL10,Environment,Hazards,Adult,Graduate,Tonnes,149,0.9,0.9,300,Kowloon
KL10,Goverance,Business stablity,Elderly,Graduate,Business stablity,225,0.9,0.88,-,Kowloon
KL10,Social,Data privacy,Youth,Secondary,Data privacy,424,0.9,0.91,-,Kowloon
LT01,Environment,SCOPE 1  direct emissions ,Adult,Graduate,tCO2e,198,0.9,0.93,480,Lantau
LT01,Goverance,Compliance,Elderly,Graduate,Compliance,251,0.9,0.89,-,Lantau
LT01,Social,Health and safety,Youth,Secondary,Health and safety,151,0.9,0.9,-,Lantau
NT01,3,Good Health and Well-being,Elderly,Graduate,Elderly-care,168,0.9,0.92,-,New Territories
NT01,3,Good Health and Well-being,Adult,Graduate,Covid-19,176,0.9,0.93,-,New Territories
NT01,4,Quality Education,Elderly,Graduate,Outbound Training,390,0.9,0.9,-,New Territories
NT01,4,Quality Education,Adult,Graduate,Online Learning,367,0.91,0.91,-,New Territories
NT01,5,Gender Equality,Elderly,Graduate,Gender Equality,228,0.9,0.91,-,New Territories
NT01,5,Gender Equality,Adult,Graduate,Gender Equality,156,0.91,0.92,-,New Territories
NT01,8,Decent Work and Economic Growth,Elderly,Graduate,"Reduce, Reuse, Recycle",163,0.9,0.88,-,New Territories
NT01,8,Decent Work and Economic Growth,Elderly,Graduate,Green Economy,469,0.9,0.88,-,New Territories
NT01,10,Reduce Inequalities,Youth,Secondary,Clear equality policies,253,0.9,0.91,-,New Territories
NT01,10,Reduce Inequalities,Elderly,Graduate,Task delegation,170,0.9,0.89,-,New Territories
NT01,16,"Peace, Justice and Strong Institutions",Youth,University,Justice,364,0.91,0.92,-,New Territories
NT01,16,"Peace, Justice and Strong Institutions",Adult,Graduate,Justice,129,0.92,0.91,-,New Territories
NT01,16,"Peace, Justice and Strong Institutions",Elderly,Graduate,Justice,255,0.94,0.93,-,New Territories
NT01,17,Partnerships for the Goals,Youth,Secondary,Business Partners,485,0.9,0.9,-,New Territories
NT01,17,Partnerships for the Goals,Children,Primary,Capacity Development,275,0.91,0.93,-,New Territories
NT01,17,Partnerships for the Goals,Children,Primary,Social Partners,258,0.92,0.92,-,New Territories
NT01,Environment,Land Use and Biodiversity,Youth,Secondary,Total usage,490,0.9,0.9,200,New Territories
NT01,Goverance,Compliance,Children,Primary,Compliance,140,0.9,0.88,-,New Territories
NT01,Social,Human Capital,Elderly,Graduate,Human Capital,416,0.9,0.89,40,New Territories
NT02,3,Good Health and Well-being,Adult,Graduate,Well-being,280,0.9,0.91,-,New Territories
NT02,3,Good Health and Well-being,Youth,University,Youth-care,361,0.9,0.92,-,New Territories
NT02,3,Good Health and Well-being,Youth,Secondary,Covid-19,329,0.93,0.91,-,New Territories
NT02,4,Quality Education,Adult,Graduate,Outbound Training,335,0.9,0.9,-,New Territories
NT02,4,Quality Education,Elderly,Graduate,Outreach Training,269,0.9,0.9,-,New Territories
NT02,5,Gender Equality,Elderly,Graduate,Gender Equality,245,0.9,0.88,-,New Territories
NT02,5,Gender Equality,Adult,Graduate,Gender Equality,112,0.92,0.92,-,New Territories
NT02,8,Decent Work and Economic Growth,Adult,Graduate,Green Economy,285,0.89,0.89,-,New Territories
NT02,8,Decent Work and Economic Growth,Youth,Secondary,Fair employment,141,0.9,0.88,-,New Territories
NT02,10,Reduce Inequalities,Adult,Graduate,Social Integration,177,0.91,0.92,-,New Territories
NT02,10,Reduce Inequalities,Adult,Graduate,Clear equality policies,170,0.92,0.91,-,New Territories
NT02,16,"Peace, Justice and Strong Institutions",Adult,Graduate,Strong Institutions,489,0.92,0.92,-,New Territories
NT02,16,"Peace, Justice and Strong Institutions",Elderly,Graduate,Strong Institutions,192,0.94,0.93,-,New Territories
NT02,17,Partnerships for the Goals,Youth,Tertiary,Service Partners,316,0.89,0.89,-,New Territories
NT02,17,Partnerships for the Goals,Adult,Graduate,Capacity Development,323,0.9,0.93,-,New Territories
NT02,17,Partnerships for the Goals,Adult,Graduate,Decent workplace,183,0.92,0.93,-,New Territories
NT02,Environment,Climate Risk,Elderly,Graduate,Compliance,205,0.9,0.91,-,New Territories
NT02,Goverance,Business Ethics,Adult,Graduate,Business Ethics,485,0.9,0.91,-,New Territories
NT02,Social,Customer Engagement,Children,Primary,Customer Engagement,302,0.9,0.88,-,New Territories
NT03,3,Good Health and Well-being,Children,Primary,Covid-19,312,0.9,0.88,-,New Territories
NT03,3,Good Health and Well-being,Elderly,Graduate,Elderly-care,261,0.93,0.92,-,New Territories
NT03,3,Good Health and Well-being,Elderly,Graduate,Elderly-care,264,0.93,0.93,-,New Territories
NT03,4,Quality Education,Adult,Not Graduate,Growth Ouput,237,0.9,0.92,-,New Territories
NT03,4,Quality Education,Adult,Not Graduate,F2F Learning,321,0.9,0.93,-,New Territories
NT03,4,Quality Education,Elderly,Graduate,Remote Learning,142,0.94,0.93,-,New Territories
NT03,5,Gender Equality,Elderly,Graduate,Gender Equality,133,0.9,0.89,-,New Territories
NT03,5,Gender Equality,Adult,Graduate,Gender Equality,446,0.94,0.93,-,New Territories
NT03,8,Decent Work and Economic Growth,Adult,Not Graduate,Fair employment,239,0.9,0.91,-,New Territories
NT03,8,Decent Work and Economic Growth,Elderly,Graduate,Sustainable Service,498,0.92,0.92,-,New Territories
NT03,10,Reduce Inequalities,Adult,Graduate,Task delegation,472,0.9,0.9,-,New Territories
NT03,10,Reduce Inequalities,Adult,Graduate,Task delegation,183,0.98,0.92,-,New Territories
NT03,16,"Peace, Justice and Strong Institutions",Elderly,Graduate,Justice,479,0.9,0.88,-,New Territories
NT03,16,"Peace, Justice and Strong Institutions",Adult,Graduate,Justice,449,0.9,0.91,-,New Territories
NT03,17,Partnerships for the Goals,Children,Primary,Capacity Development,404,0.91,0.93,-,New Territories
NT03,17,Partnerships for the Goals,Elderly,Graduate,Decent workplace,197,0.93,0.92,-,New Territories
NT03,Environment,Climate Strategy,Children,Primary,Compliance,135,0.9,0.89,-,New Territories
NT03,Goverance,Board Accountablity,Youth,Secondary,Board Accountablity,160,0.9,0.92,-,New Territories
NT03,Social,Supplier Engagement,Adult,Graduate,Supplier Engagement,367,0.9,0.88,-,New Territories
NT04,3,Good Health and Well-being,Adult,Graduate,Well-being,359,0.89,0.89,-,New Territories
NT04,3,Good Health and Well-being,Elderly,Graduate,Elderly-care,386,0.9,0.89,-,New Territories
NT04,4,Quality Education,Adult,Graduate,Growth Ouput,255,0.89,0.89,-,New Territories
NT04,4,Quality Education,Elderly,Not Graduate,Outreach Training,290,0.91,0.92,-,New Territories
NT04,4,Quality Education,Adult,Graduate,F2F Learning,319,0.91,0.91,-,New Territories
NT04,5,Gender Equality,Elderly,Not Graduate,Gender Equality,351,0.9,0.9,-,New Territories
NT04,5,Gender Equality,Adult,Graduate,Gender Equality,329,0.9,0.91,-,New Territories
NT04,5,Gender Equality,Elderly,Not Graduate,Fair employment,177,0.94,0.93,-,New Territories
NT04,8,Decent Work and Economic Growth,Children,Primary,Growth Ouput,309,0.89,0.89,-,New Territories
NT04,8,Decent Work and Economic Growth,Elderly,Graduate,Fair employment,192,0.94,0.93,-,New Territories
NT04,10,Reduce Inequalities,Children,Primary,Diversity and inclusion,423,0.92,0.93,-,New Territories
NT04,10,Reduce Inequalities,Elderly,Not Graduate,Social Integration,402,0.93,0.91,-,New Territories
NT04,16,"Peace, Justice and Strong Institutions",Adult,Graduate,Justice,454,0.85,0.85,-,New Territories
NT04,16,"Peace, Justice and Strong Institutions",Elderly,Graduate,Peace,288,0.89,0.89,-,New Territories
NT04,17,Partnerships for the Goals,Adult,Graduate,Service Partners,415,0.9,0.88,-,New Territories
NT04,17,Partnerships for the Goals,Elderly,Graduate,Service Partners,433,0.94,0.92,-,New Territories
NT04,Environment,Environment Certificates,Adult,Graduate,Achievement,135,0.9,0.88,2,New Territories
NT04,Goverance,Shareholder rights,Elderly,Graduate,Shareholder rights,499,0.9,0.93,-,New Territories
NT04,Social,Community Engagement,Youth,Secondary,Community Engagement,297,0.9,0.91,-,New Territories
NT05,3,Good Health and Well-being,Adult,Graduate,Growth Ouput,473,0.89,0.89,-,New Territories
NT05,3,Good Health and Well-being,Elderly,Graduate,Elderly-care,380,0.89,0.89,-,New Territories
NT05,4,Quality Education,Adult,Graduate,Remote Learning,193,0.9,0.92,-,New Territories
NT05,4,Quality Education,Elderly,Graduate,Growth Ouput,192,0.91,0.93,-,New Territories
NT05,5,Gender Equality,Youth,Secondary,Women in workplace,181,0.49,0.4,-,New Territories
NT05,5,Gender Equality,Adult,Not Graduate,Women in workplace,307,0.53,0.54,-,New Territories
NT05,5,Gender Equality,Elderly,Graduate,Women in workplace,262,0.54,0.54,-,New Territories
NT05,8,Decent Work and Economic Growth,Children,Primary,Green Economy,131,0.92,0.92,-,New Territories
NT05,8,Decent Work and Economic Growth,Children,Primary,Decent workplace,197,0.93,0.92,-,New Territories
NT05,8,Decent Work and Economic Growth,Elderly,Not Graduate,Green Economy,167,0.94,0.92,-,New Territories
NT05,10,Reduce Inequalities,Elderly,Graduate,Clear equality policies,337,0.9,0.93,-,New Territories
NT05,10,Reduce Inequalities,Adult,Graduate,Diversity and inclusion,156,0.92,0.91,-,New Territories
NT05,16,"Peace, Justice and Strong Institutions",Adult,Graduate,Strong Institutions,129,0.9,0.88,-,New Territories
NT05,16,"Peace, Justice and Strong Institutions",Adult,Graduate,Peace,189,0.9,0.91,-,New Territories
NT05,17,Partnerships for the Goals,Elderly,Graduate,Service Partners,180,0.85,0.85,-,New Territories
NT05,17,Partnerships for the Goals,Adult,Graduate,Business Partners,207,0.91,0.92,-,New Territories
NT05,Environment,Energy Management,Youth,Secondary,Total consumption,473,0.9,0.88,12438,New Territories
NT05,Goverance,Business Transparency,Children,Primary,Business Transparency,346,0.9,0.9,-,New Territories
NT05,Social,Social related certificate,Elderly,Graduate,Social related certificate,404,0.9,0.92,-,New Territories
NT06,3,Good Health and Well-being,Elderly,Not Graduate,Elderly-care,492,0.93,0.93,-,New Territories
NT06,3,Good Health and Well-being,Elderly,Not Graduate,Decent workplace,184,0.94,0.92,-,New Territories
NT06,4,Quality Education,Adult,Graduate,F2F Learning,215,0.91,0.91,-,New Territories
NT06,4,Quality Education,Elderly,Graduate,Growth Ouput,440,0.93,0.91,-,New Territories
NT06,5,Gender Equality,Adult,Not Graduate,Women in workplace,157,0.55,0.58,-,New Territories
NT06,5,Gender Equality,Children,Primary,Gender Equality,272,0.91,0.92,-,New Territories
NT06,8,Decent Work and Economic Growth,Adult,Not Graduate,Green Economy,232,0.9,0.9,-,New Territories
NT06,8,Decent Work and Economic Growth,Adult,Graduate,Decent workplace,238,0.9,0.9,-,New Territories
NT06,8,Decent Work and Economic Growth,Elderly,Graduate,Green Economy,359,0.92,0.92,-,New Territories
NT06,10,Reduce Inequalities,Youth,Secondary,Task delegation,466,0.89,0.89,-,New Territories
NT06,10,Reduce Inequalities,Youth,University,Task delegation,208,0.92,0.93,-,New Territories
NT06,10,Reduce Inequalities,Adult,Graduate,Task delegation,461,0.94,0.92,-,New Territories
NT06,16,"Peace, Justice and Strong Institutions",Elderly,Graduate,Justice,371,0.89,0.89,-,New Territories
NT06,16,"Peace, Justice and Strong Institutions",Adult,Graduate,Peace,470,0.93,0.92,-,New Territories
NT06,17,Partnerships for the Goals,Elderly,Graduate,Capacity Development,474,0.9,0.91,-,New Territories
NT06,17,Partnerships for the Goals,Elderly,Not Graduate,Decent workplace,144,0.9,0.89,-,New Territories
NT06,Environment,Water Management,Elderly,Graduate,Tonnes,441,0.9,0.91,1200,New Territories
NT06,Goverance,Government related certification,Adult,Graduate,Government related certification,481,0.9,0.9,-,New Territories
NT06,Social,Product and services,Children,Primary,Product and services,279,0.9,0.93,-,New Territories
NT07,3,Good Health and Well-being,Adult,Graduate,Well-being,139,0.85,0.89,-,New Territories
NT07,3,Good Health and Well-being,Adult,Graduate,Well-being,264,0.9,0.88,-,New Territories
NT07,4,Quality Education,Children,Primary,Remote Learning,325,0.89,0.89,-,New Territories
NT07,4,Quality Education,Elderly,Graduate,F2F Learning,488,0.89,0.9,-,New Territories
NT07,4,Quality Education,Adult,Graduate,Outreach Training,413,0.92,0.91,-,New Territories
NT07,5,Gender Equality,Adult,Graduate,Women in workplace,233,0.54,0.55,-,New Territories
NT07,5,Gender Equality,Children,Primary,Gender Equality,385,0.91,0.92,-,New Territories
NT07,8,Decent Work and Economic Growth,Youth,Secondary,Sustainable Service,188,0.9,0.88,-,New Territories
NT07,8,Decent Work and Economic Growth,Youth,Secondary,Green Economy,350,0.94,0.92,-,New Territories
NT07,10,Reduce Inequalities,Children,Primary,Social Integration,278,0.9,0.9,-,New Territories
NT07,10,Reduce Inequalities,Children,Primary,Task delegation,479,0.9,0.9,-,New Territories
NT07,10,Reduce Inequalities,Children,Primary,Social Integration,223,0.92,0.92,-,New Territories
NT07,16,"Peace, Justice and Strong Institutions",Elderly,Not Graduate,Peace,165,0.9,0.93,-,New Territories
NT07,16,"Peace, Justice and Strong Institutions",Children,Primary,Peace,229,0.92,0.92,-,New Territories
NT07,16,"Peace, Justice and Strong Institutions",Adult,Graduate,Peace,325,0.93,0.92,-,New Territories
NT07,17,Partnerships for the Goals,Adult,Graduate,Business Partners,129,0.9,0.91,-,New Territories
NT07,17,Partnerships for the Goals,Elderly,Graduate,Decent workplace,172,0.9,0.92,-,New Territories
NT07,Environment,Material Sourcing and Management,Children,Primary,Total material usage,446,0.9,0.92,400,New Territories
NT07,Goverance,Business stablity,Youth,Secondary,Business stablity,108,0.9,0.91,-,New Territories
NT07,Social,Digital transformation,Adult,Graduate,Digital transformation,427,0.9,0.9,-,New Territories
